filename,model_name,assistant_turns,tool_calls,sounding_requests,prediction_days
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250409.log,google_gemini-2.5-flash-preview:thinking,5,23,2,16
agent_interaction_openai_o4-mini-high_soundings_0_20250324.log,openai_o4-mini-high_soundings_0,3,3,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250325.log,openai_gpt-4.1_soundings_0,5,26,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250331.log,openai_gpt-4.1_soundings_0,5,15,0,38
agent_interaction_openai_o3_soundings_0_20250409.log,openai_o3_soundings_0,11,11,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250318.log,openai_o4-mini-high_soundings_0,3,3,0,38
agent_interaction_openai_gpt-4.1_20250305.log,openai_gpt-4.1,5,21,3,36
agent_interaction_openai_o3_20250408.log,openai_o3,17,17,0,40
agent_interaction_openai_gpt-4.1_20250311.log,openai_gpt-4.1,4,19,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250303.log,google_gemini-2.5-pro-preview-03-25_soundings_0,7,17,0,38
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250317.log,google_gemini-2.5-pro-preview-03-25_soundings_0,5,13,0,38
agent_interaction_openai_o4-mini-high_20250321.log,openai_o4-mini-high,12,12,1,36
agent_interaction_openai_o4-mini-high_20250309.log,openai_o4-mini-high,8,8,0,36
agent_interaction_deepseek_deepseek-r1_20250323.log,deepseek_deepseek-r1,29,26,4,14
agent_interaction_deepseek_deepseek-r1_20250321.log,deepseek_deepseek-r1,29,26,7,14
agent_interaction_deepseek_deepseek-r1_20250309.log,deepseek_deepseek-r1,19,25,6,14
agent_interaction_openai_o4-mini-high_20250323.log,openai_o4-mini-high,5,5,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250301.log,google_gemini-2.5-pro-preview-03-25_soundings_0,5,14,0,38
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250315.log,google_gemini-2.5-pro-preview-03-25_soundings_0,4,20,0,38
agent_interaction_openai_gpt-4.1_20250307.log,openai_gpt-4.1,12,22,4,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250329.log,google_gemini-2.5-pro-preview-03-25_soundings_0,4,24,0,38
agent_interaction_openai_gpt-4.1_20250313.log,openai_gpt-4.1,20,44,13,36
agent_interaction_openai_gpt-4.1_soundings_0_20250327.log,openai_gpt-4.1_soundings_0,13,20,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250326.log,openai_o4-mini-high_soundings_0,6,6,0,38
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250321.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,15,15,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250302.log,google_gemini-2.5-flash-preview:thinking_soundings_0,2,1,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250309.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,15,15,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250316.log,google_gemini-2.5-flash-preview:thinking_soundings_0,7,32,0,20
agent_interaction_anthropic_claude-3.7-sonnet_20250312.log,anthropic_claude-3.7-sonnet,21,21,2,40
agent_interaction_anthropic_claude-3.7-sonnet_20250306.log,anthropic_claude-3.7-sonnet,26,26,3,40
agent_interaction_anthropic_claude-3.7-sonnet_20250307.log,anthropic_claude-3.7-sonnet,22,22,5,40
agent_interaction_anthropic_claude-3.7-sonnet_20250313.log,anthropic_claude-3.7-sonnet,25,25,5,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250317.log,google_gemini-2.5-flash-preview:thinking_soundings_0,9,10,0,20
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250303.log,google_gemini-2.5-flash-preview:thinking_soundings_0,12,30,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250308.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,15,15,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250320.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,16,16,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250327.log,openai_o4-mini-high_soundings_0,4,4,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250326.log,openai_gpt-4.1_soundings_0,5,18,0,38
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250328.log,google_gemini-2.5-pro-preview-03-25_soundings_0,11,11,0,38
agent_interaction_openai_gpt-4.1_20250312.log,openai_gpt-4.1,5,31,10,36
agent_interaction_openai_gpt-4.1_20250306.log,openai_gpt-4.1,14,15,1,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250314.log,google_gemini-2.5-pro-preview-03-25_soundings_0,5,22,0,38
agent_interaction_openai_o4-mini-high_20250322.log,openai_o4-mini-high,5,5,0,36
agent_interaction_deepseek_deepseek-r1_20250308.log,deepseek_deepseek-r1,26,32,5,14
agent_interaction_deepseek_deepseek-r1_20250320.log,deepseek_deepseek-r1,36,25,6,14
agent_interaction_deepseek_deepseek-r1_20250311.log,deepseek_deepseek-r1,34,39,4,14
agent_interaction_deepseek_deepseek-r1_20250305.log,deepseek_deepseek-r1,31,26,7,14
agent_interaction_openai_o4-mini-high_20250307.log,openai_o4-mini-high,5,5,0,36
agent_interaction_openai_o4-mini-high_20250313.log,openai_o4-mini-high,10,9,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250403.log,google_gemini-2.5-pro-preview-03-25,7,15,3,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250319.log,google_gemini-2.5-pro-preview-03-25_soundings_0,4,14,0,38
agent_interaction_openai_gpt-4.1_20250323.log,openai_gpt-4.1,5,19,5,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250325.log,google_gemini-2.5-pro-preview-03-25_soundings_0,6,12,0,38
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250403.log,anthropic_claude-3.7-sonnet:thinking,20,20,5,39
agent_interaction_openai_o3_20250406.log,openai_o3,14,14,0,40
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250331.log,google_gemini-2.5-pro-preview-03-25_soundings_0,5,22,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250316.log,openai_o4-mini-high_soundings_0,10,10,0,38
agent_interaction_openai_o3_soundings_0_20250407.log,openai_o3_soundings_0,6,6,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250302.log,openai_o4-mini-high_soundings_0,9,9,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250303.log,openai_gpt-4.1_soundings_0,6,20,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250407.log,google_gemini-2.5-flash-preview:thinking,14,22,2,16
agent_interaction_openai_gpt-4.1_soundings_0_20250317.log,openai_gpt-4.1_soundings_0,3,19,0,38
agent_interaction_deepseek_deepseek-r1_soundings_0_20250403.log,deepseek_deepseek-r1_soundings_0,4,1,0,14
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250326.log,google_gemini-2.5-flash-preview:thinking_soundings_0,3,12,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250311.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,15,15,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250305.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,17,17,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250401.log,anthropic_claude-3.7-sonnet_soundings_0,20,20,0,40
agent_interaction_anthropic_claude-3.7-sonnet_20250322.log,anthropic_claude-3.7-sonnet,20,20,3,40
agent_interaction_anthropic_claude-3.7-sonnet_20250323.log,anthropic_claude-3.7-sonnet,23,23,5,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250304.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,12,12,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250310.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,16,16,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250327.log,google_gemini-2.5-flash-preview:thinking_soundings_0,5,9,0,20
agent_interaction_deepseek_deepseek-r1_soundings_0_20250402.log,deepseek_deepseek-r1_soundings_0,8,10,0,14
agent_interaction_openai_gpt-4.1_soundings_0_20250316.log,openai_gpt-4.1_soundings_0,4,18,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250406.log,google_gemini-2.5-flash-preview:thinking,5,23,6,16
agent_interaction_openai_gpt-4.1_soundings_0_20250302.log,openai_gpt-4.1_soundings_0,14,28,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250303.log,openai_o4-mini-high_soundings_0,8,8,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250317.log,openai_o4-mini-high_soundings_0,3,3,0,38
agent_interaction_openai_o3_soundings_0_20250406.log,openai_o3_soundings_0,9,9,0,40
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250330.log,google_gemini-2.5-pro-preview-03-25_soundings_0,8,24,0,38
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250402.log,anthropic_claude-3.7-sonnet:thinking,22,22,4,39
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250324.log,google_gemini-2.5-pro-preview-03-25_soundings_0,13,16,0,38
agent_interaction_openai_o3_20250407.log,openai_o3,17,17,2,40
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250318.log,google_gemini-2.5-pro-preview-03-25_soundings_0,7,7,0,38
agent_interaction_openai_gpt-4.1_20250322.log,openai_gpt-4.1,8,26,3,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250402.log,google_gemini-2.5-pro-preview-03-25,5,20,4,32
agent_interaction_openai_o4-mini-high_20250312.log,openai_o4-mini-high,5,5,0,36
agent_interaction_openai_o4-mini-high_20250306.log,openai_o4-mini-high,3,3,0,36
agent_interaction_deepseek_deepseek-r1_20250304.log,deepseek_deepseek-r1,19,29,6,14
agent_interaction_deepseek_deepseek-r1_20250310.log,deepseek_deepseek-r1,33,27,5,14
agent_interaction_deepseek_deepseek-r1_20250306.log,deepseek_deepseek-r1,26,33,5,14
agent_interaction_deepseek_deepseek-r1_20250312.log,deepseek_deepseek-r1,26,19,3,14
agent_interaction_openai_o4-mini-high_20250310.log,openai_o4-mini-high,9,9,0,36
agent_interaction_openai_o4-mini-high_20250304.log,openai_o4-mini-high,8,8,0,36
agent_interaction_openai_gpt-4.1_20250320.log,openai_gpt-4.1,18,18,4,36
agent_interaction_openai_gpt-4.1_20250308.log,openai_gpt-4.1,21,16,6,36
agent_interaction_openai_o3_20250405.log,openai_o3,16,16,0,40
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250326.log,google_gemini-2.5-pro-preview-03-25_soundings_0,4,16,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250301.log,openai_o4-mini-high_soundings_0,5,5,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250328.log,openai_gpt-4.1_soundings_0,5,20,0,38
agent_interaction_openai_o3_soundings_0_20250404.log,openai_o3_soundings_0,7,7,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250315.log,openai_o4-mini-high_soundings_0,5,5,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250314.log,openai_gpt-4.1_soundings_0,5,18,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250404.log,google_gemini-2.5-flash-preview:thinking,4,32,0,16
agent_interaction_openai_o4-mini-high_soundings_0_20250329.log,openai_o4-mini-high_soundings_0,5,5,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250331.log,google_gemini-2.5-flash-preview:thinking_soundings_0,4,17,0,20
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250325.log,google_gemini-2.5-flash-preview:thinking_soundings_0,10,10,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250306.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,16,16,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250319.log,google_gemini-2.5-flash-preview:thinking_soundings_0,6,43,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250312.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,16,16,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250402.log,anthropic_claude-3.7-sonnet_soundings_0,15,15,0,40
agent_interaction_anthropic_claude-3.7-sonnet_20250321.log,anthropic_claude-3.7-sonnet,17,17,4,40
agent_interaction_anthropic_claude-3.7-sonnet_20250309.log,anthropic_claude-3.7-sonnet,30,30,7,40
agent_interaction_anthropic_claude-3.7-sonnet_20250308.log,anthropic_claude-3.7-sonnet,20,20,4,40
agent_interaction_anthropic_claude-3.7-sonnet_20250320.log,anthropic_claude-3.7-sonnet,22,22,5,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250403.log,anthropic_claude-3.7-sonnet_soundings_0,20,20,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250318.log,google_gemini-2.5-flash-preview:thinking_soundings_0,10,22,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250313.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,19,19,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250307.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,20,20,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250324.log,google_gemini-2.5-flash-preview:thinking_soundings_0,5,30,0,20
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250330.log,google_gemini-2.5-flash-preview:thinking_soundings_0,26,26,0,20
agent_interaction_deepseek_deepseek-r1_soundings_0_20250401.log,deepseek_deepseek-r1_soundings_0,11,1,0,14
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250405.log,google_gemini-2.5-flash-preview:thinking,5,42,0,16
agent_interaction_openai_gpt-4.1_soundings_0_20250301.log,openai_gpt-4.1_soundings_0,4,8,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250328.log,openai_o4-mini-high_soundings_0,9,9,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250315.log,openai_gpt-4.1_soundings_0,12,21,0,38
agent_interaction_openai_o3_soundings_0_20250405.log,openai_o3_soundings_0,10,10,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250314.log,openai_o4-mini-high_soundings_0,8,8,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250329.log,openai_gpt-4.1_soundings_0,4,15,0,38
agent_interaction_openai_o3_20250404.log,openai_o3,16,16,2,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250401.log,anthropic_claude-3.7-sonnet:thinking,23,23,5,39
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250327.log,google_gemini-2.5-pro-preview-03-25_soundings_0,7,14,0,38
agent_interaction_openai_gpt-4.1_20250309.log,openai_gpt-4.1,5,25,1,36
agent_interaction_openai_gpt-4.1_20250321.log,openai_gpt-4.1,6,22,8,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250401.log,google_gemini-2.5-pro-preview-03-25,10,22,2,32
agent_interaction_openai_o4-mini-high_20250305.log,openai_o4-mini-high,6,6,0,36
agent_interaction_openai_o4-mini-high_20250311.log,openai_o4-mini-high,5,5,0,36
agent_interaction_deepseek_deepseek-r1_20250313.log,deepseek_deepseek-r1,23,30,10,14
agent_interaction_deepseek_deepseek-r1_20250307.log,deepseek_deepseek-r1,28,35,6,14
agent_interaction_deepseek_deepseek-r1_20250303.log,deepseek_deepseek-r1,29,23,4,14
agent_interaction_deepseek_deepseek-r1_20250317.log,deepseek_deepseek-r1,25,20,4,14
agent_interaction_openai_o4-mini-high_20250329.log,openai_o4-mini-high,5,5,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250405.log,google_gemini-2.5-pro-preview-03-25,6,24,4,32
agent_interaction_openai_o4-mini-high_20250315.log,openai_o4-mini-high,6,6,0,36
agent_interaction_openai_o4-mini-high_20250301.log,openai_o4-mini-high,6,6,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250323.log,google_gemini-2.5-pro-preview-03-25_soundings_0,6,31,0,38
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250405.log,anthropic_claude-3.7-sonnet:thinking,19,19,5,39
agent_interaction_openai_gpt-4.1_20250319.log,openai_gpt-4.1,22,22,10,36
agent_interaction_openai_gpt-4.1_20250331.log,openai_gpt-4.1,6,17,3,36
agent_interaction_openai_gpt-4.1_20250325.log,openai_gpt-4.1,11,25,3,36
agent_interaction_openai_gpt-4.1_soundings_0_20250311.log,openai_gpt-4.1_soundings_0,6,11,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250305.log,openai_gpt-4.1_soundings_0,3,20,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250401.log,google_gemini-2.5-flash-preview:thinking,5,17,4,16
agent_interaction_openai_o4-mini-high_soundings_0_20250304.log,openai_o4-mini-high_soundings_0,7,7,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250310.log,openai_o4-mini-high_soundings_0,4,4,0,38
agent_interaction_openai_o3_soundings_0_20250401.log,openai_o3_soundings_0,7,7,0,40
agent_interaction_deepseek_deepseek-r1_soundings_0_20250405.log,deepseek_deepseek-r1_soundings_0,5,9,0,14
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250308.log,google_gemini-2.5-flash-preview:thinking_soundings_0,8,12,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250303.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,14,14,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250317.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,17,17,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250320.log,google_gemini-2.5-flash-preview:thinking_soundings_0,3,23,0,20
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250407.log,anthropic_claude-3.7-sonnet_soundings_0,21,21,0,40
agent_interaction_anthropic_claude-3.7-sonnet_20250318.log,anthropic_claude-3.7-sonnet,23,23,5,40
agent_interaction_anthropic_claude-3.7-sonnet_20250324.log,anthropic_claude-3.7-sonnet,23,23,5,40
agent_interaction_anthropic_claude-3.7-sonnet_20250330.log,anthropic_claude-3.7-sonnet,19,19,5,40
agent_interaction_anthropic_claude-3.7-sonnet_20250331.log,anthropic_claude-3.7-sonnet,26,26,5,40
agent_interaction_anthropic_claude-3.7-sonnet_20250325.log,anthropic_claude-3.7-sonnet,25,25,8,40
agent_interaction_anthropic_claude-3.7-sonnet_20250319.log,anthropic_claude-3.7-sonnet,18,18,3,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250406.log,anthropic_claude-3.7-sonnet_soundings_0,17,17,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250321.log,google_gemini-2.5-flash-preview:thinking_soundings_0,12,20,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250316.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,14,14,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250309.log,google_gemini-2.5-flash-preview:thinking_soundings_0,4,20,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250302.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,16,16,0,40
agent_interaction_deepseek_deepseek-r1_soundings_0_20250404.log,deepseek_deepseek-r1_soundings_0,5,7,0,14
agent_interaction_openai_o4-mini-high_soundings_0_20250311.log,openai_o4-mini-high_soundings_0,5,5,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250305.log,openai_o4-mini-high_soundings_0,4,4,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250304.log,openai_gpt-4.1_soundings_0,5,32,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250310.log,openai_gpt-4.1_soundings_0,9,20,0,38
agent_interaction_openai_gpt-4.1_20250324.log,openai_gpt-4.1,20,20,7,36
agent_interaction_openai_gpt-4.1_20250330.log,openai_gpt-4.1,24,33,0,36
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250404.log,anthropic_claude-3.7-sonnet:thinking,22,22,4,39
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250322.log,google_gemini-2.5-pro-preview-03-25_soundings_0,5,26,0,38
agent_interaction_openai_o3_20250401.log,openai_o3,10,10,0,40
agent_interaction_openai_gpt-4.1_20250318.log,openai_gpt-4.1,9,15,0,36
agent_interaction_openai_o4-mini-high_20250314.log,openai_o4-mini-high,5,5,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250404.log,google_gemini-2.5-pro-preview-03-25,10,27,3,32
agent_interaction_openai_o4-mini-high_20250328.log,openai_o4-mini-high,6,6,0,36
agent_interaction_deepseek_deepseek-r1_20250316.log,deepseek_deepseek-r1,30,28,5,14
agent_interaction_deepseek_deepseek-r1_20250302.log,deepseek_deepseek-r1,24,18,5,14
agent_interaction_deepseek_deepseek-r1_20250314.log,deepseek_deepseek-r1,23,22,6,14
agent_interaction_deepseek_deepseek-r1_20250328.log,deepseek_deepseek-r1,20,25,8,14
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250406.log,google_gemini-2.5-pro-preview-03-25,5,19,1,32
agent_interaction_openai_o4-mini-high_20250302.log,openai_o4-mini-high,7,7,1,36
agent_interaction_openai_o4-mini-high_20250316.log,openai_o4-mini-high,9,9,1,36
agent_interaction_openai_o3_20250403.log,openai_o3,16,16,2,40
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250320.log,google_gemini-2.5-pro-preview-03-25_soundings_0,6,17,0,38
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250406.log,anthropic_claude-3.7-sonnet:thinking,30,30,11,39
agent_interaction_openai_gpt-4.1_20250326.log,openai_gpt-4.1,11,19,2,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250308.log,google_gemini-2.5-pro-preview-03-25_soundings_0,5,21,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250306.log,openai_gpt-4.1_soundings_0,6,17,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250402.log,google_gemini-2.5-flash-preview:thinking,5,93,50,16
agent_interaction_openai_gpt-4.1_soundings_0_20250312.log,openai_gpt-4.1_soundings_0,5,20,0,38
agent_interaction_openai_o3_soundings_0_20250402.log,openai_o3_soundings_0,9,9,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250313.log,openai_o4-mini-high_soundings_0,7,7,0,38
agent_interaction_openai_o4-mini-high_soundings_0_20250307.log,openai_o4-mini-high_soundings_0,5,5,0,38
agent_interaction_deepseek_deepseek-r1_soundings_0_20250406.log,deepseek_deepseek-r1_soundings_0,7,11,0,14
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250314.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,16,16,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250323.log,google_gemini-2.5-flash-preview:thinking_soundings_0,4,17,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250328.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,18,18,0,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250404.log,anthropic_claude-3.7-sonnet_soundings_0,17,17,0,40
agent_interaction_anthropic_claude-3.7-sonnet_20250327.log,anthropic_claude-3.7-sonnet,21,21,5,40
agent_interaction_anthropic_claude-3.7-sonnet_20250326.log,anthropic_claude-3.7-sonnet,25,25,5,40
agent_interaction_anthropic_claude-3.7-sonnet_soundings_0_20250405.log,anthropic_claude-3.7-sonnet_soundings_0,19,19,0,40
agent_interaction_google_gemini-2.5-flash-preview:thinking_soundings_0_20250322.log,google_gemini-2.5-flash-preview:thinking_soundings_0,3,23,0,20
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250329.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,19,19,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250301.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,17,17,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_soundings_0_20250315.log,anthropic_claude-3.7-sonnet:thinking_soundings_0,19,19,0,40
agent_interaction_deepseek_deepseek-r1_soundings_0_20250407.log,deepseek_deepseek-r1_soundings_0,47,1,0,14
agent_interaction_openai_o4-mini-high_soundings_0_20250306.log,openai_o4-mini-high_soundings_0,3,3,0,38
agent_interaction_openai_o3_soundings_0_20250403.log,openai_o3_soundings_0,5,5,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250312.log,openai_o4-mini-high_soundings_0,5,5,0,38
agent_interaction_openai_gpt-4.1_soundings_0_20250313.log,openai_gpt-4.1_soundings_0,10,20,0,38
agent_interaction_google_gemini-2.5-flash-preview:thinking_20250403.log,google_gemini-2.5-flash-preview:thinking,3,37,0,16
agent_interaction_openai_gpt-4.1_soundings_0_20250307.log,openai_gpt-4.1_soundings_0,4,25,0,38
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250309.log,google_gemini-2.5-pro-preview-03-25_soundings_0,11,29,0,38
agent_interaction_openai_gpt-4.1_20250327.log,openai_gpt-4.1,5,17,3,36
agent_interaction_openai_o3_20250402.log,openai_o3,13,13,0,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250407.log,anthropic_claude-3.7-sonnet:thinking,25,25,7,39
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250321.log,google_gemini-2.5-pro-preview-03-25_soundings_0,6,10,0,38
agent_interaction_openai_o4-mini-high_20250317.log,openai_o4-mini-high,11,11,0,36
agent_interaction_openai_o4-mini-high_20250303.log,openai_o4-mini-high,7,7,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250407.log,google_gemini-2.5-pro-preview-03-25,1,0,0,32
agent_interaction_deepseek_deepseek-r1_20250329.log,deepseek_deepseek-r1,30,26,6,14
agent_interaction_deepseek_deepseek-r1_20250301.log,deepseek_deepseek-r1,29,24,7,14
agent_interaction_deepseek_deepseek-r1_20250315.log,deepseek_deepseek-r1,29,29,4,14
agent_interaction_openai_o4-mini-high_20250402.log,openai_o4-mini-high,5,5,0,36
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250306.log,google_gemini-2.5-pro-preview-03-25,5,18,2,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_20250312.log,google_gemini-2.5-pro-preview-03-25,7,21,2,32
agent_interaction_google_gemini-2.5-pro-preview-03-25_soundings_0_20250408.log,google_gemini-2.5-pro-preview-03-25_soundings_0,4,17,0,38
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250306.log,anthropic_claude-3.7-sonnet:thinking,21,21,2,39
agent_interaction_openai_o3_20250303.log,openai_o3,16,16,3,40
agent_interaction_openai_o3_20250317.log,openai_o3,12,12,1,40
agent_interaction_anthropic_claude-3.7-sonnet:thinking_20250312.log,anthropic_claude-3.7-sonnet:thinking,19,19,3,39
agent_interaction_openai_o3_soundings_0_20250302.log,openai_o3_soundings_0,15,15,0,40
agent_interaction_openai_o3_soundings_0_20250316.log,openai_o3_soundings_0,8,8,0,40
agent_interaction_openai_o4-mini-high_soundings_0_20250407.log,openai_o4-mini-high_soundings_0,8,8,0,38
