date,model,per_category_iou,daily_mean_iou,daily_tornadobench,daily_weight,is_false_alarm,is_hard_hallucination,max_risk_status,daily_weighted_hallucination_loss,gt_overall_centroid_x,gt_overall_centroid_y,pred_overall_centroid_x,pred_overall_centroid_y,overall_centroid_distance,gt_hr_centroid_x,gt_hr_centroid_y,pred_hr_centroid_x,pred_hr_centroid_y,hr_centroid_distance,gt_had_actual_risk
20250312,SPC,"{'2%': 0.0, '5%': 1.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9905427911683355}",0.873817848896042,0.0,1,True,True,over,2.0,,,13193.000449639601,944170.8341808097,,,,13193.000449639601,944170.8341808097,,False
20250312,openai_o4-mini-high,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9254724099788043}",0.7406840512473505,0.0,1,True,True,over,5.0,,,153708.7283135657,781554.9507013535,,,,96842.71175151189,747289.9617500853,,False
20250312,anthropic_claude-3.7-sonnet_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9581062002864478}",0.619763275035806,0.0,1,True,True,over,10.0,,,368048.13649976585,772096.2661074812,,,,292642.2544710728,740575.3569417503,,False
20250312,google_gemini-2.5-pro-preview-03-25,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9681148604390262}",0.7460143575548783,0.0,1,True,True,over,5.0,,,599509.2289957757,994571.50524641,,,,485723.36783523334,912404.9461721453,,False
20250312,openai_o3,"{'2%': 1.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9483831752537163}",0.7435478969067145,0.0,1,True,True,over,10.0,,,542625.9756085812,884950.0345054929,,,,554453.4419247252,843012.3736026176,,False
20250312,openai_o3_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9398639161886277}",0.7424829895235785,0.0,1,True,True,over,5.0,,,108938.44747200409,738180.9161028371,,,,55303.98513041121,734956.2142822227,,False
20250312,anthropic_claude-3.7-sonnet,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9621628675793908}",0.6202703584474238,0.0,1,True,True,over,10.0,,,377887.4422663783,738704.74105595,,,,325021.5507994425,721215.5958980342,,False
20250312,openai_gpt-4.1_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9701753822666815}",0.6212719227833352,0.0,1,True,True,over,10.0,,,127665.17049387108,1085085.085099355,,,,182400.0527515502,1105630.3872664738,,False
20250312,google_gemini-2.5-pro-preview-03-25_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9691103689227153}",0.7461387961153394,0.0,1,True,True,over,5.0,,,474784.1731095713,764176.8999489974,,,,478500.1671152107,854530.9714799376,,False
20250312,anthropic_claude-3.7-sonnet:thinking,"{'2%': 1.0, '5%': 1.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 1.0}",1.0,1.0,1,False,False,match,0.0,,,,,,,,,,,False
20250312,google_gemini-2.5-flash-preview:thinking,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.8828390793376459}",0.6103548849172058,0.0,1,True,True,over,10.0,,,769164.5754418888,832504.1618241204,,,,615386.3098512084,823854.2671445935,,False
20250312,anthropic_claude-3.7-sonnet:thinking_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9577578516721781}",0.7447197314590223,0.0,1,True,True,over,5.0,,,508792.45186459227,938164.3962778149,,,,520622.71610626986,937196.4592686426,,False
20250312,google_gemini-2.5-flash-preview:thinking_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9353630156241197}",0.7419203769530149,0.0,1,True,True,over,5.0,,,924064.8387237715,753283.1955844819,,,,855013.9046941701,802328.9516791846,,False
20250312,openai_o4-mini-high_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9739127808653425}",0.7467390976081678,0.0,1,True,True,over,5.0,,,-552329.03547045,1191047.3559606061,,,,-551264.6491673186,1215082.0572317615,,False
20250312,openai_gpt-4.1,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9597307287029401}",0.6199663410878675,0.0,1,True,True,over,10.0,,,103283.85373204335,1074779.3349162468,,,,137623.53645922983,981880.7168623498,,False
20250313,SPC,"{'2%': 0.0, '5%': 1.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9975587742543794}",0.8746948467817974,0.0,1,True,True,over,2.0,,,903834.7169006418,794314.9199572058,,,,903834.7169006418,794314.9199572058,,False
20250313,google_gemini-2.5-pro-preview-03-25,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9610956394763337}",0.6201369549345417,0.0,1,True,True,over,10.0,,,151515.91684946278,1566323.0411248428,,,,207089.80202790434,1572389.0053958117,,False
20250313,anthropic_claude-3.7-sonnet_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9694262291454688}",0.6211782786431836,0.0,1,True,True,over,10.0,,,648466.0680220688,1004170.0122154142,,,,645245.3527224389,1059261.567834232,,False
20250313,openai_o4-mini-high,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.944923852035715}",0.7431154815044644,0.0,1,True,True,over,5.0,,,92874.34370977287,1072023.618472542,,,,-92115.84135932672,1174854.4689382962,,False
20250313,anthropic_claude-3.7-sonnet,"{'2%': 1.0, '5%': 1.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 1.0}",1.0,1.0,1,False,False,match,0.0,,,,,,,,,,,False
20250313,openai_gpt-4.1_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9623329457993952}",0.6202916182249244,0.0,1,True,True,over,10.0,,,479230.0820516912,1254099.381899444,,,,570100.846714156,1259510.511763986,,False
20250313,openai_o3_soundings_0,"{'2%': 1.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9355179545114372}",0.7419397443139296,0.0,1,True,True,over,10.0,,,547673.61675035,713778.1793972685,,,,449845.5069346356,753049.382399308,,False
20250313,openai_o3,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.7662727482084135}",0.5957840935260517,0.0,1,True,True,over,10.0,,,672541.9876751151,1022120.2116474783,,,,822829.4586692052,690982.6611337452,,False
20250313,openai_o4-mini-high_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.943090810563849}",0.6178863513204811,0.0,1,True,True,over,10.0,,,380127.6034931768,1161886.9065605497,,,,476904.45630743646,1353897.8114214796,,False
20250313,google_gemini-2.5-flash-preview:thinking,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.962292555329693}",0.6202865694162116,0.0,1,True,True,over,10.0,,,1026160.8506267563,922897.1100380805,,,,1093369.749011203,1001729.9083705998,,False
20250313,anthropic_claude-3.7-sonnet:thinking_soundings_0,"{'2%': 1.0, '5%': 1.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 1.0}",1.0,1.0,1,False,False,match,0.0,,,,,,,,,,,False
20250313,google_gemini-2.5-flash-preview:thinking_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9215395209917844}",0.615192440123973,0.0,1,True,True,over,10.0,,,1108319.7098885297,792393.1174555096,,,,827650.1035092436,656412.14290741,,False
20250313,anthropic_claude-3.7-sonnet:thinking,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9735916856142722}",0.746698960701784,0.0,1,True,True,over,5.0,,,838412.1009071838,969795.6105946131,,,,806599.1012936732,963025.3301360033,,False
20250313,deepseek_deepseek-r1_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9569514196559095}",0.6196189274569887,0.0,1,True,True,over,10.0,,,-299184.1040167502,1083813.470149641,,,,-268934.95250325836,1163133.2461729,,False
20250313,google_gemini-2.5-pro-preview-03-25_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.909109689493941}",0.6136387111867426,0.0,1,True,True,over,10.0,,,758449.0095406884,1214775.8331279291,,,,759271.6430580121,1201274.076038578,,False
20250313,deepseek_deepseek-r1,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9959167694393646}",0.6244895961799206,0.0,1,True,True,over,10.0,,,-207720.56342405136,1148064.704486717,,,,-189518.64825814136,1130534.9504693982,,False
20250314,SPC,"{'2%': 0.09856550497093554, '5%': 0.11122886671302884, '10%': 0.15830778834987747, '15%': 0.1074477039270844, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9567268398838639}",0.4290345879805988,0.09510997279218525,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,423074.4088384184,1392728.9803510732,42239.53248909536,393269.7041072583,1364482.0856286448,439428.032831207,1458607.3092577183,104833.91165940149,True
20250314,anthropic_claude-3.7-sonnet:thinking_soundings_0,"{'2%': 0.04356054806088371, '5%': 0.07706654499719477, '10%': 0.0, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9209908904246179}",0.380202247935337,0.024125418611615695,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,718969.9945308997,916755.5652408941,537903.0888360416,393269.7041072583,1364482.0856286448,727724.1952992203,859176.5467503013,605964.9282752322,True
20250314,openai_o4-mini-high_soundings_0,"{'2%': 0.025484662186911096, '5%': 0.07605189982623603, '10%': 0.0, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.8624114115440193}",0.37049349669464576,0.020307312402629424,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,475934.917810959,764114.32393064,627054.3848529839,393269.7041072583,1364482.0856286448,288741.5621555948,616657.3545712072,755094.6701182547,True
20250314,google_gemini-2.5-pro-preview-03-25_soundings_0,"{'2%': 0.08147177416031959, '5%': 0.13717470225420292, '10%': 0.14625520801904945, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9603488422127093}",0.4156563158307851,0.07298033688671439,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,448194.707348042,1208597.405276758,183279.04171520902,393269.7041072583,1364482.0856286448,367968.40672320646,1223455.201517323,143278.53185828085,True
20250314,anthropic_claude-3.7-sonnet:thinking,"{'2%': 0.04161041625957058, '5%': 0.06209076889558267, '10%': 0.08133151831518744, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9288756237086983}",0.38923854089737986,0.037006540694068134,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,769295.5377165092,1113582.128865159,411616.9380480056,393269.7041072583,1364482.0856286448,722327.0433224653,1022581.2155614048,474526.01345355925,True
20250314,anthropic_claude-3.7-sonnet_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.942925217513724}",0.3678656521892155,0.0,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,,,,393269.7041072583,1364482.0856286448,,,,True
20250314,google_gemini-2.5-pro-preview-03-25,"{'2%': 0.0538371749779067, '5%': 0.0784257311667482, '10%': 0.007737855692492289, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9613666622614295}",0.3876709280123221,0.02800015236742944,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,599738.8445741067,1384234.685392986,134631.2188121549,393269.7041072583,1364482.0856286448,507129.1875196524,1364761.1976491322,113859.82551566305,True
20250314,openai_o4-mini-high,"{'2%': 0.07127959240364892, '5%': 0.08082869685240833, '10%': 0.0, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9238562952118027}",0.3844955730584825,0.030421657851211446,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,332197.2833878092,798197.5228896168,607633.9023811517,393269.7041072583,1364482.0856286448,475006.7097618973,789270.9695770988,580989.4716108473,True
20250314,openai_gpt-4.1_soundings_0,"{'2%': 0.12058949112419647, '5%': 0.16315709290609062, '10%': 0.15133014116878565, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9527724504671005}",0.42348114695827166,0.08701534503981453,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,409969.7320649608,990215.5765725864,404660.6710187121,393269.7041072583,1364482.0856286448,362324.98255157244,977963.1344531624,387755.690364376,True
20250314,anthropic_claude-3.7-sonnet,"{'2%': 0.008897473689208936, '5%': 0.03427663636208854, '10%': 0.04811828263948453, '15%': 0.3809699896108667, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9088629029824771}",0.42264066066051575,0.09445247646032975,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,423813.7063504799,1696673.7976171428,308396.2670606507,393269.7041072583,1364482.0856286448,457212.8074397676,1513536.2679115504,162190.84351410717,True
20250314,openai_o3_soundings_0,"{'2%': 0.05507159244870657, '5%': 0.05505126288458734, '10%': 0.031710358353197125, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9387319590124121}",0.3850706465873629,0.02836664273729821,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,507080.5457219838,871870.9926928056,520887.009453227,393269.7041072583,1364482.0856286448,495170.4567491803,774333.20374146,598881.8465955405,True
20250314,openai_o3,"{'2%': 0.0, '5%': 0.030692818546304814, '10%': 0.12738640864826578, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.7046074114014815}",0.3578358298245065,0.03161584543891412,30,False,False,under,0.0,465281.67184184445,1391078.2063941162,552147.8900391702,1269140.9371410008,149714.51999325972,393269.7041072583,1364482.0856286448,461848.7329374869,1091750.2879883067,281221.8281702678,True
20250315,SPC,"{'2%': 0.09020148305725333, '5%': 0.05629875755391415, '10%': 0.08291390677070805, '15%': 0.29709696108642347, '30%': 0.3533210547572135, '45%': 1.0, '60%': 1.0, '0%': 0.9624279085005899}",0.4802825089657628,0.17596643264510248,30,False,False,match,0.0,706707.8186965273,871389.1489053852,761711.9149626185,1074710.9429623645,210630.48816493343,545129.3190988566,787989.7116677865,649702.4960099563,905997.6330796847,157675.04192242,True
20250315,anthropic_claude-3.7-sonnet:thinking,"{'2%': 0.20024592073038647, '5%': 0.028205371030550618, '10%': 0.0, '15%': 0.04981027076978096, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9839348804174565}",0.4077745553685218,0.05565231250614361,30,False,False,under,0.0,706707.8186965273,871389.1489053852,662222.4850001008,886147.3575222621,46869.49579056381,545129.3190988566,787989.7116677865,660404.3120111047,881614.3289530855,148505.5317243689,True
20250315,deepseek_deepseek-r1_soundings_0,"{'2%': 0.04945942643301636, '5%': 0.03720372199054166, '10%': 0.00012683565574529563, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9558367342670526}",0.3803283397932945,0.017357996815860664,30,False,False,under,0.0,706707.8186965273,871389.1489053852,248013.1135277764,862416.2834773565,458782.4591937194,545129.3190988566,787989.7116677865,258488.7264127062,998647.5640523622,355723.99433654925,True
20250315,google_gemini-2.5-pro-preview-03-25_soundings_0,"{'2%': 0.02488171187451713, '5%': 0.07979617953486773, '10%': 0.07425891499541248, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9298207702672823}",0.38859469708400995,0.03578736128095947,30,False,False,under,0.0,706707.8186965273,871389.1489053852,699926.8894997265,1103160.542382656,231870.56698763618,545129.3190988566,787989.7116677865,803791.8497891157,1114204.156292461,416319.7913441951,True
20250315,openai_o4-mini-high_soundings_0,"{'2%': 0.18002154342072557, '5%': 0.0, '10%': 0.0, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9686738849305075}",0.39358692854390415,0.036004308684145114,30,False,False,under,0.0,706707.8186965273,871389.1489053852,564573.5764071079,914555.7450207932,148544.5988630288,545129.3190988566,787989.7116677865,581520.5134719851,875534.5132185639,94807.23235316921,True
20250315,google_gemini-2.5-flash-preview:thinking_soundings_0,"{'2%': 0.21599334328274747, '5%': 0.09964204534957212, '10%': 0.048251284679012775, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9580685267139286}",0.4152444000031576,0.07277733466226648,30,False,False,under,0.0,706707.8186965273,871389.1489053852,948769.4382521525,783713.8141359888,257450.56222276535,545129.3190988566,787989.7116677865,710426.3028252873,740038.4665321739,172111.6345257098,True
20250315,anthropic_claude-3.7-sonnet:thinking_soundings_0,"{'2%': 0.02861252453538805, '5%': 0.09736606920424991, '10%': 0.06641279577183017, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9045462317847277}",0.3871172026620245,0.03847827790229362,30,False,False,under,0.0,706707.8186965273,871389.1489053852,951713.3202856665,753707.7212103877,271802.528011199,545129.3190988566,787989.7116677865,863426.2232910284,672174.5857769833,338712.3596850625,True
20250315,google_gemini-2.5-flash-preview:thinking,"{'2%': 0.2166142413614835, '5%': 0.10130215869502243, '10%': 0.00040100601051819566, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9686738849305075}",0.4108739113746914,0.06366348121340482,30,False,False,under,0.0,706707.8186965273,871389.1489053852,564573.5764071079,914555.7450207932,148544.5988630288,545129.3190988566,787989.7116677865,592363.1253601563,822800.6510032543,58675.667455493116,True
20250315,openai_gpt-4.1,"{'2%': 0.019540127055911367, '5%': 9.411500803749103e-05, '10%': 0.0, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9634027679462799}",0.3728796262512786,0.003926848412789771,30,False,False,under,0.0,706707.8186965273,871389.1489053852,470893.86069816037,905812.9932310584,238313.2892748823,545129.3190988566,787989.7116677865,513133.2654493963,903349.3771107947,119714.66017268697,True
20250315,deepseek_deepseek-r1,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9506921933645742}",0.3688365241705718,0.0,30,False,True,under,15.0,706707.8186965273,871389.1489053852,-251368.13067171004,1219381.187274637,1019317.4105872203,545129.3190988566,787989.7116677865,-252155.70080494322,1233661.4084359484,913392.9407780723,True
20250315,openai_o4-mini-high,"{'2%': 0.0, '5%': 0.10587624118783273, '10%': 0.10896418825857358, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9614486878408769}",0.3970361396609104,0.04296808588928126,30,False,False,under,0.0,706707.8186965273,871389.1489053852,797064.1896838337,1108041.9207068703,253315.6295598863,545129.3190988566,787989.7116677865,528382.9619176807,1087719.7947049877,300197.54022364516,True
20250315,google_gemini-2.5-pro-preview-03-25,"{'2%': 0.09842573780840172, '5%': 0.05526374694524628, '10%': 0.0, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.925107256328345}",0.3848495926352491,0.0307378969507296,30,False,False,under,0.0,706707.8186965273,871389.1489053852,960974.8988153978,1400529.2121872676,587061.2869216728,545129.3190988566,787989.7116677865,999533.6060908686,1404942.208614971,766233.4106041607,True
20250315,anthropic_claude-3.7-sonnet_soundings_0,"{'2%': 0.18328070847946534, '5%': 0.09894255350049368, '10%': 0.03646958564694421, '15%': 0.21952560668985605, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9560577703290863}",0.43678452808073065,0.10764369086335183,30,False,False,under,0.0,706707.8186965273,871389.1489053852,872911.6187009577,741604.5260289134,210873.78090009367,545129.3190988566,787989.7116677865,756800.6797341538,750757.094649787,214920.99172302143,True
20250315,openai_o3,"{'2%': 0.0, '5%': 0.11044936217514638, '10%': 0.03831503934466571, '15%': 0.207415780996125, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9701353818377855}",0.4157894455442153,0.07123603650318741,30,False,False,under,0.0,706707.8186965273,871389.1489053852,785437.7967569238,826810.5548746194,90474.64004432593,545129.3190988566,787989.7116677865,844010.2321060015,816242.0323237175,300213.24718011694,True
20250315,openai_o3_soundings_0,"{'2%': 0.0, '5%': 0.06265821631531186, '10%': 0.09212132595686243, '15%': 0.18421476040116413, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9551574286164161}",0.4117689664112193,0.06779886053466769,30,False,False,under,0.0,706707.8186965273,871389.1489053852,559360.970762242,1055235.4769992016,235606.80370003873,545129.3190988566,787989.7116677865,520161.17588052014,934844.3989601099,148962.10039972403,True
20250315,openai_gpt-4.1_soundings_0,"{'2%': 0.17688191871438352, '5%': 0.05460377254525516, '10%': 0.0831574398196191, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9843214109041591}",0.41237056774792713,0.06292862621585156,30,False,False,under,0.0,706707.8186965273,871389.1489053852,632894.6478313993,824040.8303606506,87694.05602535573,545129.3190988566,787989.7116677865,716809.0160643948,748343.0360418723,176198.1192815788,True
20250315,anthropic_claude-3.7-sonnet,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 0.0, '30%': 0.0, '45%': 1.0, '60%': 1.0, '0%': 0.9518711588059569}",0.3689838948507446,0.0,30,False,False,under,0.0,706707.8186965273,871389.1489053852,,,,545129.3190988566,787989.7116677865,,,,True
20250316,SPC,"{'2%': 0.0759894883497459, '5%': 0.11473371664641674, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9664794914723311}",0.7696503370585617,0.09536160249808132,5,False,False,match,0.0,1352950.4429800226,1539146.4622641506,1358342.5940663768,1340790.5842975457,198429.1551593181,1390295.301136364,1819423.329545455,1378332.5245193387,1355745.8925236922,463831.7298627377,True
20250316,deepseek_deepseek-r1,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9468489590437361}",0.618356119880467,0.0,5,False,True,over,10.0,1352950.4429800226,1539146.4622641506,172450.37414779988,991732.5022664049,1301246.5009033824,1390295.301136364,1819423.329545455,224343.6415523554,1040096.8682289057,1402423.9750499416,True
20250316,google_gemini-2.5-pro-preview-03-25_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9770958096680628}",0.7471369762085078,0.0,5,False,True,match,5.0,1352950.4429800226,1539146.4622641506,1654627.0790056463,1273987.798772657,401644.00848055945,1390295.301136364,1819423.329545455,1677558.4625820285,1276406.7794947533,614318.4007928821,True
20250316,anthropic_claude-3.7-sonnet:thinking,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9854507344687694}",0.7481813418085962,0.0,5,False,False,under,0.0,1352950.4429800226,1539146.4622641506,,,,1390295.301136364,1819423.329545455,,,,True
20250316,anthropic_claude-3.7-sonnet:thinking_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9854507344687694}",0.7481813418085962,0.0,5,False,False,under,0.0,1352950.4429800226,1539146.4622641506,,,,1390295.301136364,1819423.329545455,,,,True
20250316,google_gemini-2.5-flash-preview:thinking,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9313057499501648}",0.6164132187437705,0.0,5,False,False,over,0.0,1352950.4429800226,1539146.4622641506,1226493.2380379832,459512.9248145022,1087014.259275284,1390295.301136364,1819423.329545455,1320502.8631635518,308741.72845466813,1512292.922774028,True
20250316,openai_o4-mini-high_soundings_0,"{'2%': 0.0, '5%': 0.0, '10%': 1.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9699245403360954}",0.746240567542012,0.0,5,False,True,match,5.0,1352950.4429800226,1539146.4622641506,-454118.64788244624,1355387.1236804873,1816388.2276835025,1390295.301136364,1819423.329545455,-454203.3948004127,1353090.2806536811,1902535.6637396228,True
20250316,openai_o3_soundings_0,"{'2%': 0.04895491801553689, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.8875555501905187}",0.6170638085257569,0.016318306005178963,5,False,False,over,0.0,1352950.4429800226,1539146.4622641506,1777498.208222426,1421802.5166794148,440466.12416587985,1390295.301136364,1819423.329545455,1902922.680144085,1609009.98719298,554130.4939707484,True
20250316,openai_o3,"{'2%': 0.0, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.8998020842271303}",0.6124752605283913,0.0,5,False,False,over,0.0,1352950.4429800226,1539146.4622641506,1286932.5966360343,636719.7279887855,904838.3097387062,1390295.301136364,1819423.329545455,1334679.8030172952,685349.3050430395,1135436.9100404205,True
20250316,openai_gpt-4.1_soundings_0,"{'2%': 0.052680692115897744, '5%': 0.0, '10%': 0.0, '15%': 1.0, '30%': 1.0, '45%': 1.0, '60%': 1.0, '0%': 0.9568889482111071}",0.6261962050408756,0.01756023070529925,5,False,False,over,0.0,1352950.4429800226,1539146.4622641506,1383746.3729462384,1047380.2023278051,492729.5847767469,1390295.301136364,1819423.329545455,1473755.644819412,1084198.2613817425,739946.9777112602,True
